gpt_metric,other,r,p_raw,n,p_holm,q_bh,sig_holm,sig_bh
violations,rev_external_resources,0.1144,0.3925,58,1.0,0.7346,False,False
violations,rev_prerequisite_struggle,-0.0683,0.6103,58,1.0,0.8772,False,False
violations,rev_pace_pressure,0.1004,0.4533,58,1.0,0.7755,False,False
violations,rev_cumulative_review,0.0605,0.652,58,1.0,0.8937,False,False
violations,rev_exam_lecture_alignment,-0.097,0.4688,58,1.0,0.7819,False,False
violations,rev_attendance_expectation,0.0047,0.9718,58,1.0,0.9949,False,False
violations,sum_conceptual_clarity,-0.0037,0.9778,58,1.0,0.9949,False,False
violations,sum_visual_grounding,0.1442,0.2801,58,1.0,0.6244,False,False
violations,sum_example_support,-0.0935,0.4851,58,1.0,0.797,False,False
violations,sum_organization_flow,0.0171,0.8988,58,1.0,0.9754,False,False
violations,sum_concept_reinforcement,0.3083,0.0186,58,1.0,0.1886,False,False
violations,sum_motivation_relevance,0.6549,0.0,58,0.0,0.0,True,True
violations,sum_instructional_visual_richness,0.4729,0.0002,58,0.0719,0.0074,False,True
violations,sum_cognitive_load_management,-0.4024,0.0017,58,0.697,0.0483,False,True
violations,sum_self_containment,-0.1787,0.1796,58,1.0,0.4901,False,False
violations,st3_complexity_pacing,-0.1546,0.2466,58,1.0,0.5833,False,False
violations,st3_concept_progression,0.0395,0.7683,58,1.0,0.9256,False,False
violations,st3_cross_lecture_reinforcement,0.2278,0.0854,58,1.0,0.3762,False,False
violations,st3_curriculum_coherence,0.0127,0.9245,58,1.0,0.9804,False,False
violations,st3_integration_synthesis,0.1193,0.3724,58,1.0,0.7237,False,False
violations,st3_prerequisite_self_containment,-0.0144,0.9146,58,1.0,0.9784,False,False
violations,st3_terminology_consistency,0.0222,0.8688,58,1.0,0.9702,False,False
violations,rmp_would_take_again,0.1964,0.1671,51,1.0,0.4772,False,False
used,Lecturer,-0.1628,0.222,58,1.0,0.5531,False,False
used,Course,-0.2094,0.1146,58,1.0,0.4235,False,False
used,Materials,-0.1902,0.1527,58,1.0,0.4549,False,False
used,Support,-0.1653,0.2148,58,1.0,0.539,False,False
used,Grading,-0.1841,0.1664,58,1.0,0.4772,False,False
used,ccr_star_rating,-0.3002,0.022,58,1.0,0.2036,False,False
used,ccr_num_reviews,-0.1523,0.2537,58,1.0,0.5968,False,False
used,ccr_student_satisfaction,-0.3009,0.0217,58,1.0,0.2036,False,False
used,ccr_challenge_level,0.2894,0.0276,58,1.0,0.2237,False,False
used,ccr_time_investment,0.3405,0.0089,58,1.0,0.123,False,False
used,ccr_attendance_importance,-0.1093,0.414,58,1.0,0.7465,False,False
used,ccr_recommendation_rate,0.0103,0.9387,58,1.0,0.9813,False,False
used,ccr_grade_accessibility,-0.1086,0.4169,58,1.0,0.7465,False,False
used,rmp_avg_rating,-0.2085,0.1162,58,1.0,0.4257,False,False
used,rmp_avg_difficulty,0.2743,0.0372,58,1.0,0.2608,False,False
used,rmp_num_ratings,-0.0407,0.7614,58,1.0,0.9256,False,False
used,asp_conceptual_clarity,-0.1358,0.3094,58,1.0,0.6671,False,False
used,asp_organization_flow,-0.0569,0.6716,58,1.0,0.8945,False,False
used,asp_learning_materials_quality,-0.0507,0.7054,58,1.0,0.8949,False,False
used,asp_cognitive_load,-0.2119,0.1104,58,1.0,0.4155,False,False
used,asp_assessment_alignment,-0.1549,0.2457,58,1.0,0.5833,False,False
used,rev_slides_sufficiency,0.0163,0.9035,58,1.0,0.9767,False,False
used,rev_textbook_dependence,-0.0547,0.6835,58,1.0,0.8945,False,False
used,rev_external_resources,0.1606,0.2285,58,1.0,0.5599,False,False
used,rev_prerequisite_struggle,-0.0337,0.8015,58,1.0,0.9417,False,False
used,rev_pace_pressure,0.1071,0.4237,58,1.0,0.7465,False,False
used,rev_cumulative_review,0.1187,0.375,58,1.0,0.7237,False,False
used,rev_exam_lecture_alignment,-0.1678,0.2079,58,1.0,0.5307,False,False
used,rev_attendance_expectation,0.0241,0.8577,58,1.0,0.9702,False,False
used,sum_conceptual_clarity,0.1503,0.2602,58,1.0,0.6035,False,False
used,sum_visual_grounding,0.2401,0.0695,58,1.0,0.3385,False,False
used,sum_example_support,-0.0497,0.7112,58,1.0,0.8949,False,False
used,sum_organization_flow,0.0544,0.685,58,1.0,0.8945,False,False
used,sum_concept_reinforcement,0.4397,0.0006,58,0.2235,0.0208,False,True
used,sum_motivation_relevance,0.6331,0.0,58,0.0,0.0,True,True
used,sum_instructional_visual_richness,0.4789,0.0001,58,0.0581,0.0066,False,True
used,sum_cognitive_load_management,-0.3909,0.0024,58,0.9578,0.0555,False,False
used,sum_self_containment,-0.0747,0.5771,58,1.0,0.8743,False,False
used,st3_complexity_pacing,-0.0538,0.6882,58,1.0,0.8945,False,False
used,st3_concept_progression,0.0767,0.567,58,1.0,0.8695,False,False
used,st3_cross_lecture_reinforcement,0.3522,0.0067,58,1.0,0.1028,False,False
used,st3_curriculum_coherence,0.0649,0.6284,58,1.0,0.8772,False,False
used,st3_integration_synthesis,0.1908,0.1515,58,1.0,0.4549,False,False
used,st3_prerequisite_self_containment,0.0761,0.57,58,1.0,0.8708,False,False
used,st3_terminology_consistency,-0.0265,0.8434,58,1.0,0.9702,False,False
used,rmp_would_take_again,0.1135,0.4278,51,1.0,0.7505,False,False
